fold,inner,base_id,family,context,smoothing,candidate_id,score
2,1,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.31563716577586987
2,1,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.32182662627617575
2,1,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.3104953828618903
2,1,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.3174186034687251
2,1,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.31956739056443906
2,1,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.34200974321339456
2,1,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.3488472815543348
2,1,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3549080509888654
2,1,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3505443065301991
2,1,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.3418402589077649
2,1,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.3563090900062223
2,1,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.35034020328273735
2,1,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.351201705775087
2,1,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.3428764242035166
2,1,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.35679452608485507
2,1,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.3446417284977956
2,1,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.35476530122235017
2,1,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.3432180240649785
2,1,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.3553426122822003
2,1,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.3485693093170551
2,1,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.35092397926725405
2,1,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.34118267089656534
2,1,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.348054854495777
2,1,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.35082340774484644
2,1,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.34225227801302877
2,1,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.3344192523632095
2,1,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.3392796332015885
2,1,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.3430268982564021
2,1,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.3373440489322672
2,1,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.3234214517412489
2,1,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.32097504943596644
2,1,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.31749046282494264
2,1,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.3098610112705684
2,2,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.34432918425323233
2,2,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.3525877164509534
2,2,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.35988253540038245
2,2,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.36751051113693706
2,2,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.34003129667307164
2,2,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.34596315565905966
2,2,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3579026619604861
2,2,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.3552372386554688
2,2,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.3467729404719758
2,2,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.3543841081137406
2,2,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.3600781379920985
2,2,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.36532757596367
2,2,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.3523444769000955
2,2,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.35885044013147727
2,2,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.34455349255853096
2,2,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.34017169064277714
2,2,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.3434301574333794
2,2,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.3487806973460273
2,2,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3661417641996892
2,2,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.3632261339516
2,2,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.3466071676465426
2,2,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.3516770998649053
2,2,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.34657879380142226
2,2,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.34157666129259134
2,2,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.3155632563869543
2,2,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.3163083878898965
2,2,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.34332724253186714
2,2,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.3396362300179745
2,2,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.32160932492783006
2,2,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.3306269371391791
2,2,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.33535098954660136
2,2,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.3276292610616376
2,2,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.3216898327032516
2,2,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.3174950845704075
2,2,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.33183953649780007
2,2,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.3297662400335552
2,2,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.3253656297028179
2,2,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3325785416154956
2,2,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.33925479562363625
2,2,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.3373239553392919
2,2,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.32544880370053386
2,2,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.3212251692079832
2,2,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.3384965121786281
2,2,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.33628098603325995
2,2,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.3386147850626721
2,2,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.34377342695148005
2,2,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.33124241313767405
2,2,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.3299075816551769
2,2,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.36462783663307724
2,2,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.37283389820541213
2,2,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.36985358277207314
2,2,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.3676278055405073
2,2,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.3675180136852131
2,2,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.377852741446067
2,2,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.37267451670384205
2,2,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.37865504823899915
2,2,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.34615219474208486
2,2,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.35329586955381626
2,2,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.36763914855784285
2,2,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.37044093869507366
2,2,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.33134613626932513
2,2,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.349974057199118
2,2,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.35926686361435123
2,2,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3764577988160714
2,2,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.33143088803168796
2,2,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.34300822373514905
2,2,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.3595077918514503
2,2,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.3779476873701057
2,2,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.3339165142375698
2,2,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.3395810372556945
2,2,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.36228267374688444
2,2,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.37411353952746
2,2,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.33252977558870456
2,2,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.34309992529932726
2,2,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.36449016908148646
2,2,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.3726504505029994
2,2,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.3354717362966451
2,2,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.34919915506913796
2,2,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.36363368559023196
2,2,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.380775891298261
2,2,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.333277934363481
2,2,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.34948187203668185
2,2,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.3522913064090814
2,2,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.36551393143729194
2,2,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.3440210112466272
2,2,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.35193922892652785
2,2,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.34423055461995167
2,2,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.35512314116475396
2,3,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.34942847898758705
2,3,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.3390153153086016
2,3,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.3623539903337635
2,3,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.35308281315321527
2,3,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.3443960581762224
2,3,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.353064251028132
2,3,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3602903510954094
2,3,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.360130620267927
2,3,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.35433028008183276
2,3,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.3498484737301364
2,3,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.37007077657272747
2,3,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.3771315328360474
2,3,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.3495161893099796
2,3,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.3643473324679095
2,3,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.3758706574946892
2,3,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.3712987834560301
2,3,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.3574708441348761
2,3,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.37018052893760317
2,3,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3659119510917004
2,3,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.36880365877862165
2,3,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.33092441289600627
2,3,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.33867531538864626
2,3,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.36589624193377146
2,3,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.37372674828735436
2,3,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.3288224900564072
2,3,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.3276819876469527
2,3,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.3477360418106633
2,3,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.34020517503429193
2,3,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.3392458824305013
2,3,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.3248885446073313
2,3,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.3601266267463328
2,3,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.3492376150336953
2,3,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.33791549089126083
2,3,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.3217039394067443
2,3,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.3420203290566885
2,3,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.3341074582464353
2,3,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.3562292099155024
2,3,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.35079019454274757
2,3,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.35771866040619266
2,3,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.34833947384770286
2,3,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.34329088106146666
2,3,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.3267539449283889
2,3,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.3510768016265408
2,3,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.34749587977659635
2,3,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.3499662510419508
2,3,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.3360255925289239
2,3,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.3581190119597826
2,3,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.3624385218392946
2,3,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.3680379536951254
2,3,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.3684649309404639
2,3,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.38875594007776565
2,3,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.3846011359378352
2,3,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.37006382908971436
2,3,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.36355039645069687
2,3,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.3910061581669254
2,3,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.38181417261670264
2,3,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.3638448949660147
2,3,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.3804124104847194
2,3,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.3874395548920534
2,3,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.3859979762348077
2,3,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.35599222867124747
2,3,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.357551619661489
2,3,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3754932687457324
2,3,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.37480736096633044
2,3,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.3615269632617176
2,3,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.3575330380025881
2,3,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.3753894336291695
2,3,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.3861353554273656
2,3,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.36529820213967035
2,3,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.36682032877990495
2,3,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.37995917767558013
2,3,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.38806280766054496
2,3,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.3640995917749743
2,3,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.36514373960226465
2,3,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.38116253646189036
2,3,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.38208941523265616
2,3,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.3592570944349845
2,3,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.35622037062381207
2,3,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.3752452926426329
2,3,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.38146487161584025
2,3,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.3537322343831568
2,3,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.3538302208255409
2,3,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.3714628491727349
2,3,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.3662836727162387
2,3,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.3465956204577031
2,3,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.35355381839606764
2,3,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.3597732441643397
2,3,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.3569584689324309
3,1,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.327653273821074
3,1,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.32604333491154686
3,1,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.34279216473391555
3,1,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.3446237587251828
3,1,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.3484724598497355
3,1,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.3483597532494083
3,1,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.33325639671937046
3,1,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.3333083128944596
3,1,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.34191501724501233
3,1,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.34569169632900126
3,1,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.3482847046792805
3,1,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.34263872760358094
3,1,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.32457318891992293
3,1,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.3229307731785328
3,1,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.3478914563375346
3,1,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.33831158976340575
3,1,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.33052495532186693
3,1,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.33050988088229266
3,1,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3499529114263645
3,1,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.3412028646187684
3,1,b05_ctx1,svm_rbf,1,1,b05_ctx1_smooth1,0.33168075760555155
3,1,b05_ctx1,svm_rbf,1,4,b05_ctx1_smooth4,0.32538415943955634
3,1,b05_ctx8,svm_rbf,8,1,b05_ctx8_smooth1,0.343889668893717
3,1,b05_ctx8,svm_rbf,8,4,b05_ctx8_smooth4,0.33231118335794424
3,1,b06_ctx1,hgb,1,1,b06_ctx1_smooth1,0.3352114446074444
3,1,b06_ctx1,hgb,1,4,b06_ctx1_smooth4,0.3526089686414938
3,1,b06_ctx8,hgb,8,1,b06_ctx8_smooth1,0.32828168876476177
3,1,b06_ctx8,hgb,8,4,b06_ctx8_smooth4,0.3392341870769504
3,1,b07_ctx1,hgb,1,1,b07_ctx1_smooth1,0.3281626955268476
3,1,b07_ctx1,hgb,1,4,b07_ctx1_smooth4,0.3252627838938354
3,1,b07_ctx8,hgb,8,1,b07_ctx8_smooth1,0.31752050877445975
3,1,b07_ctx8,hgb,8,4,b07_ctx8_smooth4,0.3102672770959558
3,1,b08_ctx1,hgb,1,1,b08_ctx1_smooth1,0.32949989448235717
3,1,b08_ctx1,hgb,1,4,b08_ctx1_smooth4,0.33673478579103056
3,1,b08_ctx8,hgb,8,1,b08_ctx8_smooth1,0.32972654038792587
3,1,b08_ctx8,hgb,8,4,b08_ctx8_smooth4,0.3235913505029874
3,1,b09_ctx1,hgb,1,1,b09_ctx1_smooth1,0.340026889074509
3,1,b09_ctx1,hgb,1,4,b09_ctx1_smooth4,0.3391505137335489
3,1,b09_ctx8,hgb,8,1,b09_ctx8_smooth1,0.33124014520753514
3,1,b09_ctx8,hgb,8,4,b09_ctx8_smooth4,0.32369555330996763
3,1,b10_ctx1,hgb,1,1,b10_ctx1_smooth1,0.32592554574300275
3,1,b10_ctx1,hgb,1,4,b10_ctx1_smooth4,0.33152844955202115
3,1,b10_ctx8,hgb,8,1,b10_ctx8_smooth1,0.33295418547845945
3,1,b10_ctx8,hgb,8,4,b10_ctx8_smooth4,0.33469456571492545
3,1,b11_ctx1,hgb,1,1,b11_ctx1_smooth1,0.3408059188695839
3,1,b11_ctx1,hgb,1,4,b11_ctx1_smooth4,0.3342938782513556
3,1,b11_ctx8,hgb,8,1,b11_ctx8_smooth1,0.3347094455896042
3,1,b11_ctx8,hgb,8,4,b11_ctx8_smooth4,0.32724850356332774
3,1,b12_ctx1,qda,1,1,b12_ctx1_smooth1,0.3265328861612801
3,1,b12_ctx1,qda,1,4,b12_ctx1_smooth4,0.33265034766814106
3,1,b12_ctx8,qda,8,1,b12_ctx8_smooth1,0.33135236376041927
3,1,b12_ctx8,qda,8,4,b12_ctx8_smooth4,0.3289028720358687
3,1,b13_ctx1,qda,1,1,b13_ctx1_smooth1,0.3242763375991886
3,1,b13_ctx1,qda,1,4,b13_ctx1_smooth4,0.32874223967731386
3,1,b13_ctx8,qda,8,1,b13_ctx8_smooth1,0.3299598871429084
3,1,b13_ctx8,qda,8,4,b13_ctx8_smooth4,0.3383363940520219
3,1,b14_ctx1,qda,1,1,b14_ctx1_smooth1,0.32792665966739865
3,1,b14_ctx1,qda,1,4,b14_ctx1_smooth4,0.3305899323666761
3,1,b14_ctx8,qda,8,1,b14_ctx8_smooth1,0.3228177908875567
3,1,b14_ctx8,qda,8,4,b14_ctx8_smooth4,0.3168817552381583
3,1,b15_ctx1,fusion_logistic,1,1,b15_ctx1_smooth1,0.3428533569332242
3,1,b15_ctx1,fusion_logistic,1,4,b15_ctx1_smooth4,0.3584559344353115
3,1,b15_ctx8,fusion_logistic,8,1,b15_ctx8_smooth1,0.3441156384101843
3,1,b15_ctx8,fusion_logistic,8,4,b15_ctx8_smooth4,0.3480855424052493
3,1,b16_ctx1,fusion_logistic,1,1,b16_ctx1_smooth1,0.3419344869929326
3,1,b16_ctx1,fusion_logistic,1,4,b16_ctx1_smooth4,0.34976071029209105
3,1,b16_ctx8,fusion_logistic,8,1,b16_ctx8_smooth1,0.3515383231116312
3,1,b16_ctx8,fusion_logistic,8,4,b16_ctx8_smooth4,0.34596707185162195
3,1,b17_ctx1,fusion_logistic,1,1,b17_ctx1_smooth1,0.3471901511254492
3,1,b17_ctx1,fusion_logistic,1,4,b17_ctx1_smooth4,0.3521310502955148
3,1,b17_ctx8,fusion_logistic,8,1,b17_ctx8_smooth1,0.3445340538741181
3,1,b17_ctx8,fusion_logistic,8,4,b17_ctx8_smooth4,0.3481087967447173
3,1,b18_ctx1,fusion_logistic,1,1,b18_ctx1_smooth1,0.34213219756125673
3,1,b18_ctx1,fusion_logistic,1,4,b18_ctx1_smooth4,0.3482435553049959
3,1,b18_ctx8,fusion_logistic,8,1,b18_ctx8_smooth1,0.33990415423039805
3,1,b18_ctx8,fusion_logistic,8,4,b18_ctx8_smooth4,0.34381762551085304
3,1,b19_ctx1,fusion_lda,1,1,b19_ctx1_smooth1,0.344153245868571
3,1,b19_ctx1,fusion_lda,1,4,b19_ctx1_smooth4,0.36033466413310417
3,1,b19_ctx8,fusion_lda,8,1,b19_ctx8_smooth1,0.35123905899810853
3,1,b19_ctx8,fusion_lda,8,4,b19_ctx8_smooth4,0.3470353035157728
3,1,b20_ctx1,fusion_lda,1,1,b20_ctx1_smooth1,0.343428066921327
3,1,b20_ctx1,fusion_lda,1,4,b20_ctx1_smooth4,0.35191865086168334
3,1,b20_ctx8,fusion_lda,8,1,b20_ctx8_smooth1,0.336191798968788
3,1,b20_ctx8,fusion_lda,8,4,b20_ctx8_smooth4,0.33796549830441835
3,1,b21_ctx1,fusion_lda,1,1,b21_ctx1_smooth1,0.33949732779190556
3,1,b21_ctx1,fusion_lda,1,4,b21_ctx1_smooth4,0.3434327775987963
3,1,b21_ctx8,fusion_lda,8,1,b21_ctx8_smooth1,0.34061268428279606
3,1,b21_ctx8,fusion_lda,8,4,b21_ctx8_smooth4,0.34824533130274155
3,2,b00_ctx1,svm_rbf,1,1,b00_ctx1_smooth1,0.32346348938346264
3,2,b00_ctx1,svm_rbf,1,4,b00_ctx1_smooth4,0.3233243844180117
3,2,b00_ctx8,svm_rbf,8,1,b00_ctx8_smooth1,0.3384858719664778
3,2,b00_ctx8,svm_rbf,8,4,b00_ctx8_smooth4,0.33301037112459286
3,2,b01_ctx1,svm_rbf,1,1,b01_ctx1_smooth1,0.3253281679996245
3,2,b01_ctx1,svm_rbf,1,4,b01_ctx1_smooth4,0.32144541536148974
3,2,b01_ctx8,svm_rbf,8,1,b01_ctx8_smooth1,0.3266427099795729
3,2,b01_ctx8,svm_rbf,8,4,b01_ctx8_smooth4,0.31809439070143686
3,2,b02_ctx1,svm_rbf,1,1,b02_ctx1_smooth1,0.322861510451371
3,2,b02_ctx1,svm_rbf,1,4,b02_ctx1_smooth4,0.32596874290166666
3,2,b02_ctx8,svm_rbf,8,1,b02_ctx8_smooth1,0.33441806430951176
3,2,b02_ctx8,svm_rbf,8,4,b02_ctx8_smooth4,0.32971104203075496
3,2,b03_ctx1,svm_rbf,1,1,b03_ctx1_smooth1,0.33221267011344
3,2,b03_ctx1,svm_rbf,1,4,b03_ctx1_smooth4,0.3360301096729368
3,2,b03_ctx8,svm_rbf,8,1,b03_ctx8_smooth1,0.3251891441093162
3,2,b03_ctx8,svm_rbf,8,4,b03_ctx8_smooth4,0.31436637283819174
3,2,b04_ctx1,svm_rbf,1,1,b04_ctx1_smooth1,0.3287197812209699
3,2,b04_ctx1,svm_rbf,1,4,b04_ctx1_smooth4,0.3263065212155719
3,2,b04_ctx8,svm_rbf,8,1,b04_ctx8_smooth1,0.3178432546426644
3,2,b04_ctx8,svm_rbf,8,4,b04_ctx8_smooth4,0.3043763315586788
